               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,            0.024263,            0.013567,          0.00067745,             0.85465,             0.84623,             0.87894,             0.53367,            0.024717,           0.0086825,           0.0011854,           0.0087625,           0.0087625,           0.0087625
                 127,            0.023776,            0.013463,          0.00043248,             0.85643,             0.81323,             0.88081,              0.5496,            0.024539,           0.0083489,           0.0012933,           0.0087526,           0.0087526,           0.0087526
                 128,            0.023619,            0.013479,          0.00052264,             0.81702,             0.86262,             0.88564,              0.5407,            0.024835,           0.0082355,          0.00099939,           0.0087427,           0.0087427,           0.0087427
                 129,            0.023531,            0.013846,          0.00044453,             0.88402,             0.80979,             0.88424,             0.53445,            0.025026,           0.0083232,           0.0014642,           0.0087328,           0.0087328,           0.0087328
                 130,            0.023618,            0.013791,          0.00060171,             0.87977,             0.81739,             0.87419,             0.53107,            0.025394,           0.0083376,           0.0013072,           0.0087229,           0.0087229,           0.0087229
                 131,            0.023236,            0.013394,          0.00040615,              0.8673,             0.85138,             0.89181,             0.55037,             0.02383,           0.0080598,           0.0012609,            0.008713,            0.008713,            0.008713
                 132,              0.0241,            0.013705,          0.00049433,               0.865,             0.83659,             0.89517,             0.53878,            0.024746,           0.0080694,           0.0010069,           0.0087031,           0.0087031,           0.0087031
                 133,            0.023141,            0.013428,          0.00053133,             0.87476,             0.82808,             0.87858,             0.54772,             0.02478,           0.0082497,           0.0012141,           0.0086932,           0.0086932,           0.0086932
                 134,             0.02398,             0.01367,          0.00035175,             0.88391,             0.80546,             0.88329,             0.53406,            0.024696,           0.0080284,            0.001244,           0.0086833,           0.0086833,           0.0086833
                 135,             0.02338,            0.013302,          0.00043363,             0.88976,             0.83438,             0.89132,             0.53964,            0.025688,           0.0081151,           0.0014118,           0.0086734,           0.0086734,           0.0086734
                 136,            0.023267,            0.013482,          0.00033378,              0.8457,             0.86525,              0.8929,             0.55849,            0.024645,           0.0079342,           0.0014915,           0.0086635,           0.0086635,           0.0086635
                 137,            0.023303,            0.013577,          0.00029997,             0.87489,             0.83413,             0.87536,             0.53326,            0.024787,           0.0081186,          0.00095488,           0.0086536,           0.0086536,           0.0086536
                 138,            0.023906,            0.013443,          0.00033451,             0.85622,             0.85426,             0.89626,             0.54894,            0.024754,            0.008142,          0.00083101,           0.0086437,           0.0086437,           0.0086437
                 139,            0.022591,            0.012429,          0.00036071,             0.85221,             0.87936,             0.89141,             0.55043,            0.023816,           0.0080359,           0.0010088,           0.0086338,           0.0086338,           0.0086338
                 140,             0.02335,            0.013224,          0.00042213,             0.84598,             0.80858,             0.88539,             0.54818,            0.024718,           0.0082493,           0.0008009,           0.0086239,           0.0086239,           0.0086239
                 141,            0.022444,            0.012951,          0.00030816,             0.86663,             0.81303,             0.88316,             0.53836,               0.025,           0.0083379,          0.00072944,            0.008614,            0.008614,            0.008614
                 142,            0.022975,            0.012984,          0.00037558,             0.83828,             0.82635,             0.88528,             0.53351,            0.025402,           0.0084477,          0.00090508,           0.0086041,           0.0086041,           0.0086041
                 143,            0.022774,            0.013317,          0.00033592,             0.87354,             0.80666,              0.9016,             0.54796,            0.024619,           0.0084565,            0.001082,           0.0085942,           0.0085942,           0.0085942
                 144,            0.022526,            0.012859,          0.00021586,             0.87576,             0.81909,             0.88692,             0.54094,            0.024282,            0.008476,           0.0011062,           0.0085843,           0.0085843,           0.0085843
                 145,             0.02288,             0.01303,          0.00031062,              0.8541,              0.8361,             0.88995,             0.54583,            0.024683,           0.0083392,           0.0010228,           0.0085744,           0.0085744,           0.0085744
                 146,            0.022373,            0.012609,          0.00037965,             0.85744,             0.82323,              0.8912,             0.52532,             0.02562,           0.0085849,           0.0017431,           0.0085645,           0.0085645,           0.0085645
                 147,            0.023134,            0.013037,            0.000469,             0.87658,             0.81974,             0.90026,              0.5363,            0.024543,            0.008517,           0.0013966,           0.0085546,           0.0085546,           0.0085546
                 148,            0.022416,            0.012847,          0.00045615,             0.83365,             0.84025,             0.89361,             0.54091,            0.024288,           0.0085753,           0.0015272,           0.0085447,           0.0085447,           0.0085447
                 149,            0.023055,            0.013357,          0.00042261,             0.84916,             0.82168,             0.87786,             0.53459,            0.024636,           0.0086307,           0.0019054,           0.0085348,           0.0085348,           0.0085348
                 150,            0.023123,            0.013061,          0.00033152,             0.86568,             0.80768,             0.89096,             0.54551,            0.024672,           0.0085973,           0.0016018,           0.0085249,           0.0085249,           0.0085249
                 151,            0.022501,            0.013122,          0.00033326,             0.84483,             0.85004,             0.89885,               0.538,            0.024171,           0.0086344,           0.0017174,            0.008515,            0.008515,            0.008515
                 152,            0.022743,            0.013287,          0.00059488,             0.82941,             0.84428,              0.8918,             0.56252,            0.023711,           0.0082858,           0.0015438,           0.0085051,           0.0085051,           0.0085051
